source_id,ad,niyet,url,origin,entry_path
source-0597,Wynter,competitor_discovery,https://wynter.com/products/b2b-user-testing,https://wynter.com,/products/b2b-user-testing
source-0597,Wynter,dissatisfaction,https://wynter.com/solutions/reviews,https://wynter.com,/solutions/reviews
source-0597,Wynter,existing_alternatives,https://wynter.com/compare,https://wynter.com,/compare
source-0597,Wynter,observed_market_pricing,https://wynter.com/pricing,https://wynter.com,/pricing
source-0597,Wynter,use_case,https://wynter.com/case-studies,https://wynter.com,/case-studies
source-0609,Vertice,competitor_discovery,https://www.vertice.one/platform/integrations,https://www.vertice.one,/platform/integrations
source-0609,Vertice,existing_alternatives,https://www.vertice.one/comparison/vertice-vs-omnea,https://www.vertice.one,/comparison/vertice-vs-omnea
source-0609,Vertice,observed_market_pricing,https://www.vertice.one/pricing,https://www.vertice.one,/pricing
source-0609,Vertice,problem_demand,https://www.vertice.one/community,https://www.vertice.one,/community
source-0609,Vertice,use_case,https://www.vertice.one/solutions/cloud-cost-management-software,https://www.vertice.one,/solutions/cloud-cost-management-software
source-0011,Tavily,competitor_discovery,https://www.tavily.com/product,https://www.tavily.com,/product
source-0011,Tavily,observed_market_pricing,https://www.tavily.com/pricing,https://www.tavily.com,/pricing
source-0011,Tavily,problem_demand,https://www.tavily.com/community,https://www.tavily.com,/community
source-0011,Tavily,use_case,https://www.tavily.com/use-cases,https://www.tavily.com,/use-cases
source-0053,Uneed,competitor_discovery,https://www.uneed.best/categories/business,https://www.uneed.best,/categories/business
source-0053,Uneed,existing_alternatives,https://www.uneed.best/alternatives,https://www.uneed.best,/alternatives
source-0053,Uneed,observed_market_pricing,https://www.uneed.best/for-sale,https://www.uneed.best,/for-sale
source-0053,Uneed,problem_demand,https://www.uneed.best/community,https://www.uneed.best,/community
source-0118,Squarespace Extensions,competitor_discovery,https://www.squarespace.com/designer/browse,https://www.squarespace.com,/designer/browse
source-0118,Squarespace Extensions,existing_alternatives,https://www.squarespace.com/compare,https://www.squarespace.com,/compare
source-0118,Squarespace Extensions,observed_market_pricing,https://www.squarespace.com/pricing,https://www.squarespace.com,/pricing
source-0118,Squarespace Extensions,use_case,https://www.squarespace.com/solutions/beauty,https://www.squarespace.com,/solutions/beauty
source-0129,Notion Integrations,competitor_discovery,https://www.notion.com/product,https://www.notion.com,/product
source-0129,Notion Integrations,observed_market_pricing,https://www.notion.com/pricing,https://www.notion.com,/pricing
source-0129,Notion Integrations,problem_demand,https://www.notion.com/community,https://www.notion.com,/community
source-0129,Notion Integrations,use_case,https://www.notion.com/customers,https://www.notion.com,/customers
source-0130,Zapier App Directory,competitor_discovery,https://zapier.com/apps,https://zapier.com,/apps
source-0130,Zapier App Directory,dissatisfaction,https://zapier.com/apps/categories/reviews,https://zapier.com,/apps/categories/reviews
source-0130,Zapier App Directory,observed_market_pricing,https://zapier.com/pricing,https://zapier.com,/pricing
source-0130,Zapier App Directory,use_case,https://zapier.com/solutions/customer-support,https://zapier.com,/solutions/customer-support
source-0132,Airtable Marketplace,competitor_discovery,https://airtable.com/marketplace,https://airtable.com,/marketplace
source-0132,Airtable Marketplace,existing_alternatives,https://www.airtable.com/lp/compare/airtable-for-marketing-operations-vs-others,https://www.airtable.com,/lp/compare/airtable-for-marketing-operations-vs-others
source-0132,Airtable Marketplace,observed_market_pricing,https://airtable.com/pricing,https://airtable.com,/pricing
source-0132,Airtable Marketplace,use_case,https://www.airtable.com/solutions,https://www.airtable.com,/solutions
source-0141,SourceForge Reviews,competitor_discovery,https://sourceforge.net/directory/,https://sourceforge.net,/directory/
source-0141,SourceForge Reviews,dissatisfaction,https://sourceforge.net/reviews,https://sourceforge.net,/reviews
source-0141,SourceForge Reviews,observed_market_pricing,https://sourceforge.net/software/vendors/pricing/,https://sourceforge.net,/software/vendors/pricing/
source-0141,SourceForge Reviews,use_case,https://sourceforge.net/software/case-studies/,https://sourceforge.net,/software/case-studies/
source-0217,Ahrefs,competitor_discovery,https://ahrefs.com/blog/category/product-blog/,https://ahrefs.com,/blog/category/product-blog/
source-0217,Ahrefs,dissatisfaction,https://ahrefs.com/reviews,https://ahrefs.com,/reviews
source-0217,Ahrefs,observed_market_pricing,https://ahrefs.com/pricing,https://ahrefs.com,/pricing
source-0217,Ahrefs,use_case,https://ahrefs.com/use-cases,https://ahrefs.com,/use-cases
source-0218,Semrush,competitor_discovery,https://www.semrush.com/apps/,https://www.semrush.com,/apps/
source-0218,Semrush,existing_alternatives,https://www.semrush.com/vs/,https://www.semrush.com,/vs/
source-0218,Semrush,observed_market_pricing,https://www.semrush.com/pricing/,https://www.semrush.com,/pricing/
source-0218,Semrush,use_case,https://www.semrush.com/solutions/,https://www.semrush.com,/solutions/
source-0219,Moz,competitor_discovery,https://moz.com/products,https://moz.com,/products
source-0219,Moz,observed_market_pricing,https://moz.com/products/api/pricing,https://moz.com,/products/api/pricing
source-0219,Moz,problem_demand,https://moz.com/community/q/my-questions,https://moz.com,/community/q/my-questions
source-0219,Moz,use_case,https://moz.com/case-studies/chesapeake-regional-health,https://moz.com,/case-studies/chesapeake-regional-health
source-0226,Serpstat,competitor_discovery,https://serpstat.com/blog/category/analytics/,https://serpstat.com,/blog/category/analytics/
source-0226,Serpstat,dissatisfaction,https://serpstat.com/reviews/,https://serpstat.com,/reviews/
source-0226,Serpstat,observed_market_pricing,https://serpstat.com/page/plans/,https://serpstat.com,/page/plans/
source-0226,Serpstat,use_case,https://serpstat.com/use-cases/,https://serpstat.com,/use-cases/
source-0229,Exploding Topics,competitor_discovery,https://explodingtopics.com/feature/integrations,https://explodingtopics.com,/feature/integrations
source-0229,Exploding Topics,observed_market_pricing,https://explodingtopics.com/pricing,https://explodingtopics.com,/pricing
source-0229,Exploding Topics,problem_demand,https://explodingtopics.com/topic,https://explodingtopics.com,/topic
source-0229,Exploding Topics,use_case,https://explodingtopics.com/case-studies,https://explodingtopics.com,/case-studies
source-0253,PitchBook,competitor_discovery,https://pitchbook.com/products,https://pitchbook.com,/products
source-0253,PitchBook,existing_alternatives,https://pitchbook.com/compare/pitchbook-vs-preqin,https://pitchbook.com,/compare/pitchbook-vs-preqin
source-0253,PitchBook,observed_market_pricing,https://pitchbook.com/pricing,https://pitchbook.com,/pricing
source-0253,PitchBook,use_case,https://pitchbook.com/case-studies,https://pitchbook.com,/case-studies
source-0255,Dealroom,competitor_discovery,https://dealroom.net/product,https://dealroom.net,/product
source-0255,Dealroom,existing_alternatives,https://dealroom.net/compare/dealroom-vs-datasite,https://dealroom.net,/compare/dealroom-vs-datasite
source-0255,Dealroom,observed_market_pricing,https://dealroom.net/products/pricing,https://dealroom.net,/products/pricing
source-0255,Dealroom,use_case,https://dealroom.net/case-studies,https://dealroom.net,/case-studies
source-0262,Clearbit,competitor_discovery,https://clearbit.com/integrations,https://clearbit.com,/integrations
source-0262,Clearbit,existing_alternatives,https://clearbit.com/alternatives/data-com-vs-clearbit,https://clearbit.com,/alternatives/data-com-vs-clearbit
source-0262,Clearbit,observed_market_pricing,https://clearbit.com/pricing,https://clearbit.com,/pricing
source-0262,Clearbit,use_case,https://clearbit.com/customers,https://clearbit.com,/customers
source-0286,Lever Jobs,competitor_discovery,https://www.lever.co/marketplace,https://www.lever.co,/marketplace
source-0286,Lever Jobs,existing_alternatives,https://www.lever.co/alternative/ashby-alternatives,https://www.lever.co,/alternative/ashby-alternatives
source-0286,Lever Jobs,observed_market_pricing,https://www.lever.co/pricing,https://www.lever.co,/pricing
source-0286,Lever Jobs,use_case,https://www.lever.co/case-studies,https://www.lever.co,/case-studies
source-0289,SmartRecruiters,competitor_discovery,https://www.smartrecruiters.com/recruiting-software/integrations/,https://www.smartrecruiters.com,/recruiting-software/integrations/
source-0289,SmartRecruiters,observed_market_pricing,https://www.smartrecruiters.com/pricing/,https://www.smartrecruiters.com,/pricing/
source-0289,SmartRecruiters,problem_demand,https://www.smartrecruiters.com/topics/ai/,https://www.smartrecruiters.com,/topics/ai/
source-0289,SmartRecruiters,use_case,https://www.smartrecruiters.com/about-us/customers/,https://www.smartrecruiters.com,/about-us/customers/
source-0304,Foursquare,competitor_discovery,https://foursquare.com/products/,https://foursquare.com,/products/
source-0304,Foursquare,observed_market_pricing,https://foursquare.com/pricing/,https://foursquare.com,/pricing/
source-0304,Foursquare,problem_demand,https://foursquare.com/developer/community/,https://foursquare.com,/developer/community/
source-0304,Foursquare,use_case,https://foursquare.com/resources/case-studies/,https://foursquare.com,/resources/case-studies/
source-0589,User Interviews,competitor_discovery,https://www.userinterviews.com/browse,https://www.userinterviews.com,/browse
source-0589,User Interviews,existing_alternatives,https://www.userinterviews.com/compare,https://www.userinterviews.com,/compare
source-0589,User Interviews,observed_market_pricing,https://www.userinterviews.com/pricing,https://www.userinterviews.com,/pricing
source-0589,User Interviews,use_case,https://www.userinterviews.com/customers,https://www.userinterviews.com,/customers
source-0601,Great Question,competitor_discovery,https://greatquestion.co/integrations,https://greatquestion.co,/integrations
source-0601,Great Question,existing_alternatives,https://greatquestion.co/compare/great-question-vs-usertesting,https://greatquestion.co,/compare/great-question-vs-usertesting
source-0601,Great Question,observed_market_pricing,https://greatquestion.co/pricing,https://greatquestion.co,/pricing
source-0601,Great Question,use_case,https://greatquestion.co/customers,https://greatquestion.co,/customers
source-0602,Sprig,competitor_discovery,https://sprig.com/integrations,https://sprig.com,/integrations
source-0602,Sprig,existing_alternatives,https://sprig.com/compare,https://sprig.com,/compare
source-0602,Sprig,observed_market_pricing,https://sprig.com/pricing,https://sprig.com,/pricing
source-0602,Sprig,use_case,https://sprig.com/customers,https://sprig.com,/customers
source-0605,UsabilityHub,competitor_discovery,https://www.lyssna.com/integrations/,https://www.lyssna.com,/integrations/
source-0605,UsabilityHub,existing_alternatives,https://www.lyssna.com/compare/lyssna-vs-dscout/,https://www.lyssna.com,/compare/lyssna-vs-dscout/
source-0605,UsabilityHub,observed_market_pricing,https://www.lyssna.com/pricing/,https://www.lyssna.com,/pricing/
source-0605,UsabilityHub,use_case,https://www.lyssna.com/customers/,https://www.lyssna.com,/customers/
source-0020,SourceForge,competitor_discovery,https://sourceforge.net/directory/,https://sourceforge.net,/directory/
source-0020,SourceForge,dissatisfaction,https://sourceforge.net/reviews,https://sourceforge.net,/reviews
source-0020,SourceForge,use_case,https://sourceforge.net/software/case-studies/,https://sourceforge.net,/software/case-studies/
source-0058,SaaSHub,competitor_discovery,https://www.saashub.com/categories,https://www.saashub.com,/categories
source-0058,SaaSHub,existing_alternatives,https://www.saashub.com/alternatives,https://www.saashub.com,/alternatives
source-0058,SaaSHub,problem_demand,https://www.saashub.com/community,https://www.saashub.com,/community
source-0073,Wellfound,competitor_discovery,https://wellfound.com/browse/remote-tech-jobs,https://wellfound.com,/browse/remote-tech-jobs
source-0073,Wellfound,observed_market_pricing,https://wellfound.com/recruit/pricing,https://wellfound.com,/recruit/pricing
source-0073,Wellfound,use_case,https://wellfound.com/recruit/customers,https://wellfound.com,/recruit/customers
source-0135,Capterra,competitor_discovery,https://www.capterra.com/categories/,https://www.capterra.com,/categories/
source-0135,Capterra,dissatisfaction,https://www.capterra.com/p/110228/MailChimp/reviews/,https://www.capterra.com,/p/110228/MailChimp/reviews/
source-0135,Capterra,existing_alternatives,https://www.capterra.com/compare/,https://www.capterra.com,/compare/
source-0146,SoftwareSuggest,competitor_discovery,https://www.softwaresuggest.com/services/categories,https://www.softwaresuggest.com,/services/categories
source-0146,SoftwareSuggest,existing_alternatives,https://www.softwaresuggest.com/compare/asana-vs-monday,https://www.softwaresuggest.com,/compare/asana-vs-monday
source-0146,SoftwareSuggest,observed_market_pricing,https://www.softwaresuggest.com/pricing,https://www.softwaresuggest.com,/pricing
source-0147,Tekpon,competitor_discovery,https://tekpon.com/categories/,https://tekpon.com,/categories/
source-0147,Tekpon,dissatisfaction,https://tekpon.com/software/actitime/reviews/,https://tekpon.com,/software/actitime/reviews/
source-0147,Tekpon,observed_market_pricing,https://tekpon.com/pricing/,https://tekpon.com,/pricing/
source-0193,Censys,competitor_discovery,https://censys.com/product/adversary-investigation/,https://censys.com,/product/adversary-investigation/
source-0193,Censys,observed_market_pricing,https://censys.com/resources/pricing/,https://censys.com,/resources/pricing/
source-0193,Censys,use_case,https://censys.com/customers/,https://censys.com,/customers/
source-0201,BuiltWith,observed_market_pricing,https://builtwith.com/plans,https://builtwith.com,/plans
source-0201,BuiltWith,problem_demand,https://builtwith.com/ask,https://builtwith.com,/ask
source-0201,BuiltWith,use_case,https://builtwith.com/customers,https://builtwith.com,/customers
source-0260,ZoomInfo,competitor_discovery,https://www.zoominfo.com/products/chat,https://www.zoominfo.com,/products/chat
source-0260,ZoomInfo,observed_market_pricing,https://www.zoominfo.com/pricing,https://www.zoominfo.com,/pricing
source-0260,ZoomInfo,use_case,https://www.zoominfo.com/about/case-studies,https://www.zoominfo.com,/about/case-studies
source-0315,Houzz,existing_alternatives,https://www.houzz.com/for-pros/3d-floor-planner-reviews,https://www.houzz.com,/for-pros/3d-floor-planner-reviews
source-0315,Houzz,observed_market_pricing,https://www.houzz.com/houzz-pro/pricing,https://www.houzz.com,/houzz-pro/pricing
source-0315,Houzz,problem_demand,https://www.houzz.com/discussions,https://www.houzz.com,/discussions
source-0326,BASE,competitor_discovery,https://base.com/en-US/integrations/,https://base.com,/en-US/integrations/
source-0326,BASE,dissatisfaction,https://base.com/en-US/reviews/,https://base.com,/en-US/reviews/
source-0326,BASE,observed_market_pricing,https://base.com/en-US/pricing/,https://base.com,/en-US/pricing/
source-0422,NICE,competitor_discovery,https://www.nice.com/products,https://www.nice.com,/products
source-0422,NICE,observed_market_pricing,https://www.nice.com/pricing,https://www.nice.com,/pricing
source-0422,NICE,use_case,https://www.nice.com/solutions/boost-customer-loyalty,https://www.nice.com,/solutions/boost-customer-loyalty
source-0432,Federal Reserve,competitor_discovery,https://www.federalreserve.gov/apps/fof/,https://www.federalreserve.gov,/apps/fof/
source-0432,Federal Reserve,dissatisfaction,https://www.federalreserve.gov/apps/reportingforms/home/review,https://www.federalreserve.gov,/apps/reportingforms/home/review
source-0432,Federal Reserve,problem_demand,https://www.federalreserve.gov/supervisionreg/topics/topics.htm,https://www.federalreserve.gov,/supervisionreg/topics/topics.htm
source-0479,Emlakjet,existing_alternatives,https://www.emlakjet.com/danismanlar,https://www.emlakjet.com,/danismanlar
source-0479,Emlakjet,observed_market_pricing,https://www.emlakjet.com/kiralik-arsa,https://www.emlakjet.com,/kiralik-arsa
source-0479,Emlakjet,problem_demand,https://www.emlakjet.com/emlak-piyasasi/demografi,https://www.emlakjet.com,/emlak-piyasasi/demografi
source-0537,Together AI,competitor_discovery,https://www.together.ai/products,https://www.together.ai,/products
source-0537,Together AI,observed_market_pricing,https://www.together.ai/pricing,https://www.together.ai,/pricing
source-0537,Together AI,use_case,https://www.together.ai/customers,https://www.together.ai,/customers
source-0551,Zapier,competitor_discovery,https://zapier.com/apps,https://zapier.com,/apps
source-0551,Zapier,observed_market_pricing,https://zapier.com/pricing,https://zapier.com,/pricing
source-0551,Zapier,use_case,https://zapier.com/solutions/customer-support,https://zapier.com,/solutions/customer-support
source-0552,Make,competitor_discovery,https://www.make.com/en/integrations,https://www.make.com,/en/integrations
source-0552,Make,observed_market_pricing,https://www.make.com/en/pricing,https://www.make.com,/en/pricing
source-0552,Make,use_case,https://www.make.com/en/solutions/automate-customer-experience,https://www.make.com,/en/solutions/automate-customer-experience
source-0580,Ekonomim,competitor_discovery,https://www.ekonomim.net/seri-ilanlar/kategoriler/emlak-1,https://www.ekonomim.net,/seri-ilanlar/kategoriler/emlak-1
source-0580,Ekonomim,observed_market_pricing,https://www.ekonomim.net/seri-ilanlar/satilik-uygun-fiyata-kelepir-daire-1,https://www.ekonomim.net,/seri-ilanlar/satilik-uygun-fiyata-kelepir-daire-1
source-0580,Ekonomim,problem_demand,https://www.ekonomim.net/piyasa,https://www.ekonomim.net,/piyasa
source-0592,UserTesting,competitor_discovery,https://www.usertesting.com/solutions/integrations,https://www.usertesting.com,/solutions/integrations
source-0592,UserTesting,observed_market_pricing,https://www.usertesting.com/plans,https://www.usertesting.com,/plans
source-0592,UserTesting,use_case,https://www.usertesting.com/resources/customers,https://www.usertesting.com,/resources/customers
source-0604,Microsoft Clarity,competitor_discovery,https://clarity.microsoft.com/integrations,https://clarity.microsoft.com,/integrations
source-0604,Microsoft Clarity,observed_market_pricing,https://clarity.microsoft.com/pricing,https://clarity.microsoft.com,/pricing
source-0604,Microsoft Clarity,use_case,https://clarity.microsoft.com/case-studies,https://clarity.microsoft.com,/case-studies
source-0606,Lyssna,competitor_discovery,https://www.lyssna.com/integrations/,https://www.lyssna.com,/integrations/
source-0606,Lyssna,observed_market_pricing,https://www.lyssna.com/pricing/,https://www.lyssna.com,/pricing/
source-0606,Lyssna,use_case,https://www.lyssna.com/customers/,https://www.lyssna.com,/customers/
source-0610,Sastrify,competitor_discovery,https://www.sastrify.com/marketplace,https://www.sastrify.com,/marketplace
source-0610,Sastrify,observed_market_pricing,https://www.sastrify.com/pricing,https://www.sastrify.com,/pricing
source-0610,Sastrify,use_case,https://www.sastrify.com/solutions/finance,https://www.sastrify.com,/solutions/finance
source-0616,Azure Pricing Calculator,competitor_discovery,https://azure.microsoft.com/en-us/marketplace/,https://azure.microsoft.com,/en-us/marketplace/
source-0616,Azure Pricing Calculator,observed_market_pricing,https://azure.microsoft.com/en-us/pricing/,https://azure.microsoft.com,/en-us/pricing/
source-0616,Azure Pricing Calculator,use_case,https://azure.microsoft.com/en-us/case-studies/,https://azure.microsoft.com,/en-us/case-studies/
source-0016,Firecrawl,existing_alternatives,https://www.firecrawl.dev/compare,https://www.firecrawl.dev,/compare
source-0016,Firecrawl,observed_market_pricing,https://www.firecrawl.dev/pricing,https://www.firecrawl.dev,/pricing
source-0021,Codeberg,existing_alternatives,https://codeberg.org/Codeberg/org/compare/17bdb39b0c1ecd0e423f3ba592650ce57fcdfbf5..71149c7fc95ccfeae36109b5cddca339e4aa1473?files=TermsOfUse.md,https://codeberg.org,/Codeberg/org/compare/17bdb39b0c1ecd0e423f3ba592650ce57fcdfbf5..71149c7fc95ccfeae36109b5cddca339e4aa1473?files=TermsOfUse.md
source-0021,Codeberg,problem_demand,https://codeberg.org/Codeberg/Community/issues,https://codeberg.org,/Codeberg/Community/issues
source-0029,Dev.to,dissatisfaction,https://dev.to/t/reviews,https://dev.to,/t/reviews
source-0029,Dev.to,problem_demand,https://dev.to/t/community,https://dev.to,/t/community
source-0048,Open VSX Registry,competitor_discovery,https://open-vsx.org/extension/00index/json-notebook,https://open-vsx.org,/extension/00index/json-notebook
source-0048,Open VSX Registry,dissatisfaction,https://open-vsx.org/extension/mlgarchery/reviews,https://open-vsx.org,/extension/mlgarchery/reviews
source-0065,AppSumo,competitor_discovery,https://appsumo.com/browse/,https://appsumo.com,/browse/
source-0065,AppSumo,use_case,https://appsumo.com/case-studies,https://appsumo.com,/case-studies
source-0115,WooCommerce Marketplace,competitor_discovery,https://woocommerce.com/products/,https://woocommerce.com,/products/
source-0115,WooCommerce Marketplace,observed_market_pricing,https://woocommerce.com/pricing/,https://woocommerce.com,/pricing/
source-0120,Webflow Apps,competitor_discovery,https://webflow.com/apps,https://webflow.com,/apps
source-0120,Webflow Apps,problem_demand,https://webflow.com/community/?utm_source=marketplace,https://webflow.com,/community/?utm_source=marketplace
source-0136,GetApp,competitor_discovery,https://www.getapp.com/browse/,https://www.getapp.com,/browse/
source-0136,GetApp,problem_demand,https://www.getapp.com/resources/topic/business-intelligence/,https://www.getapp.com,/resources/topic/business-intelligence/
source-0143,Serchen,competitor_discovery,https://www.serchen.com/browse,https://www.serchen.com,/browse
source-0143,Serchen,existing_alternatives,https://www.serchen.com/compare,https://www.serchen.com,/compare
source-0176,Lemon Squeezy,observed_market_pricing,https://www.lemonsqueezy.com/pricing,https://www.lemonsqueezy.com,/pricing
source-0176,Lemon Squeezy,use_case,https://www.lemonsqueezy.com/case-studies,https://www.lemonsqueezy.com,/case-studies
source-0200,DomainTools,competitor_discovery,https://www.domaintools.com/integrations,https://www.domaintools.com,/integrations
source-0200,DomainTools,use_case,https://www.domaintools.com/case-studies/anthem-breach-investigation,https://www.domaintools.com,/case-studies/anthem-breach-investigation
source-0202,Wappalyzer,competitor_discovery,https://www.wappalyzer.com/apps/,https://www.wappalyzer.com,/apps/
source-0202,Wappalyzer,observed_market_pricing,https://www.wappalyzer.com/pricing/,https://www.wappalyzer.com,/pricing/
source-0210,Cloudflare Radar,competitor_discovery,https://radar.cloudflare.com/bots/directory,https://radar.cloudflare.com,/bots/directory
source-0210,Cloudflare Radar,dissatisfaction,https://radar.cloudflare.com/domains/feedback,https://radar.cloudflare.com,/domains/feedback
source-0224,Majestic,existing_alternatives,https://majestic.com/help/tools/compare,https://majestic.com,/help/tools/compare
source-0224,Majestic,problem_demand,https://majestic.com/reports/site-explorer/topics,https://majestic.com,/reports/site-explorer/topics
source-0230,Glimpse,competitor_discovery,https://meetglimpse.com/google-trends/products/,https://meetglimpse.com,/google-trends/products/
source-0230,Glimpse,existing_alternatives,https://meetglimpse.com/google-trends/alternatives/,https://meetglimpse.com,/google-trends/alternatives/
source-0234,BuzzSumo,observed_market_pricing,https://buzzsumo.com/pricing/,https://buzzsumo.com,/pricing/
source-0234,BuzzSumo,use_case,https://buzzsumo.com/case-studies/,https://buzzsumo.com,/case-studies/
source-0244,Pathmatics,observed_market_pricing,https://pathmatics.io/pricing,https://pathmatics.io,/pricing
source-0244,Pathmatics,use_case,https://pathmatics.io/solutions,https://pathmatics.io,/solutions
source-0245,Sensor Tower,competitor_discovery,https://sensortower.com/product/audiences/audience-insights,https://sensortower.com,/product/audiences/audience-insights
source-0245,Sensor Tower,use_case,https://sensortower.com/solutions/gaming,https://sensortower.com,/solutions/gaming
source-0248,SocialPeta,competitor_discovery,https://socialpeta.com/en/product/ad-intelligence,https://socialpeta.com,/en/product/ad-intelligence
source-0248,SocialPeta,use_case,https://socialpeta.com/en/solutions/ecommerce-ad-intelligence,https://socialpeta.com,/en/solutions/ecommerce-ad-intelligence
source-0256,CB Insights,competitor_discovery,https://www.cbinsights.com/what-we-offer/integrations/chrome-and-edge-extension/,https://www.cbinsights.com,/what-we-offer/integrations/chrome-and-edge-extension/
source-0256,CB Insights,observed_market_pricing,https://www.cbinsights.com/what-we-offer/pricing/,https://www.cbinsights.com,/what-we-offer/pricing/
source-0257,PrivCo,observed_market_pricing,https://www.privco.com/pricing,https://www.privco.com,/pricing
source-0257,PrivCo,use_case,https://www.privco.com/use-cases,https://www.privco.com,/use-cases
source-0264,OpenCorporates,observed_market_pricing,https://opencorporates.com/pricing/,https://opencorporates.com,/pricing/
source-0264,OpenCorporates,use_case,https://opencorporates.com/case-studies,https://opencorporates.com,/case-studies
source-0279,Indeed,competitor_discovery,https://ca.indeed.com/employers/app,https://ca.indeed.com,/employers/app
source-0279,Indeed,observed_market_pricing,https://ca.indeed.com/hire/pricing,https://ca.indeed.com,/hire/pricing
source-0309,TomTom,competitor_discovery,https://www.tomtom.com/products/,https://www.tomtom.com,/products/
source-0309,TomTom,use_case,https://www.tomtom.com/customers/,https://www.tomtom.com,/customers/
source-0328,Dimensions,competitor_discovery,https://www.dimensions.ai/products/,https://www.dimensions.ai,/products/
source-0328,Dimensions,use_case,https://www.dimensions.ai/resources/type/case-studies/,https://www.dimensions.ai,/resources/type/case-studies/
source-0401,Consumer Financial Protection Bureau,dissatisfaction,https://www.consumerfinance.gov/complaint/,https://www.consumerfinance.gov,/complaint/
source-0401,Consumer Financial Protection Bureau,existing_alternatives,https://www.consumerfinance.gov/owning-a-home/compare/,https://www.consumerfinance.gov,/owning-a-home/compare/
source-0404,UK Information Commissioner's Office,dissatisfaction,https://ico.org.uk/for-organisations/direct-marketing-and-privacy-and-electronic-communications/guide-to-pecr/complaints/,https://ico.org.uk,/for-organisations/direct-marketing-and-privacy-and-electronic-communications/guide-to-pecr/complaints/
source-0404,UK Information Commissioner's Office,use_case,https://ico.org.uk/for-organisations/foi/case-studies/,https://ico.org.uk,/for-organisations/foi/case-studies/
source-0437,Bank for International Settlements,existing_alternatives,https://www.bis.org/committees/mc/compendium/comparison,https://www.bis.org,/committees/mc/compendium/comparison
source-0437,Bank for International Settlements,use_case,https://www.bis.org/acout/banking/customers,https://www.bis.org,/acout/banking/customers
source-0439,Open Banking UK,competitor_discovery,https://www.openbanking.org.uk/directory/,https://www.openbanking.org.uk,/directory/
source-0439,Open Banking UK,use_case,https://www.openbanking.org.uk/case-studies/,https://www.openbanking.org.uk,/case-studies/
